img_path,title,author,era,style,h1,s1,v1,h2,s2,v2,h3,s3,v3,product_id
"Mystical_head,_Three-quarter_profile_(1917)_.jpg","Mystical head, Three-quarter profile (1917) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,185,14,51,12,31,28,41,31,63,1794
"Abstract_Head,_Black-Yellow-Purple_(around_1922)_.jpg","Abstract Head, Black-Yellow-Purple (around 1922) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,47,15,75,239,17,30,336,7,52,1795
"Abstract_Head,_Evening_(1927)_.jpg","Abstract Head, Evening (1927) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,227,13,54,34,18,34,33,34,60,1796
"Abstract_Head,_Inner_Vision_Green-Gold_(1926)_.jpg","Abstract Head, Inner Vision Green-Gold (1926) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,34,38,46,52,35,68,161,7,17,1797
"Abstract_Head,_Mysterium_(1925)_.jpg","Abstract Head, Mysterium (1925) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,318,19,20,6,40,57,6,8,73,1798
"Abstract_Head,Apollo_(1931)_.jpg","Abstract Head,Apollo (1931) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,43,47,53,47,23,22,42,34,65,1799
"Abstract_Head,Gold_and_Pink_(1931)_.jpg","Abstract Head,Gold and Pink (1931) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,37,29,71,26,43,40,38,43,63,1800
"Abstract_Head,Pink-Light_Blue_(1929)_.jpg","Abstract Head,Pink-Light Blue (1929) ",Alexej von Jawlensky,"Russian, 1864-1941",Abstract,63,4,78,10,24,26,46,7,59,1801
Large_variation_(1915)_.jpg,Large variation (1915) ,Alexej von Jawlensky,"Russian, 1864-1941",Abstract,28,38,66,178,20,31,16,54,53,1802
Chrysanthemums_(c._1874–76)_.jpg,Chrysanthemums (c. 1874–76) ,James Tissot,"French, 1836-1902",Figurative,45,18,72,57,39,12,40,35,46,1803
In_Full_Sunlight_(En_plein_soleil)_(ca._1881)_.jpg,In Full Sunlight (En plein soleil) (ca. 1881) ,James Tissot,"French, 1836-1902",Figurative,39,71,24,50,43,77,50,51,43,1804
Seaside_(1878)_.jpg,Seaside (1878) ,James Tissot,"French, 1836-1902",Figurative,38,29,43,41,33,16,36,23,70,1805
Tea_(1872)_.jpg,Tea (1872) ,James Tissot,"French, 1836-1902",Figurative,41,34,43,23,29,19,52,16,70,1806
La_Japonaise_Au_Bain_(1864)_.jpg,La Japonaise Au Bain (1864) ,James Tissot,"French, 1836-1902",Figurative,17,51,54,28,32,84,18,40,19,1807
La_liseuse_(1883)_.jpg,La liseuse (1883) ,James Tissot,"French, 1836-1902",Figurative,43,11,61,25,7,15,30,8,38,1808
Portrait_de_jeune_femme_(1883)_.jpg,Portrait de jeune femme (1883) ,James Tissot,"French, 1836-1902",Figurative,51,20,64,43,19,47,44,8,21,1809
The_departure_of_the_prodigal_son_(1863)_.jpg,The departure of the prodigal son (1863) ,James Tissot,"French, 1836-1902",Figurative,32,48,24,33,35,68,29,46,49,1810
The_Return_of_the_Prodigal_Son_(1862)_.jpg,The Return of the Prodigal Son (1862) ,James Tissot,"French, 1836-1902",Figurative,18,22,41,9,24,17,21,12,71,1811
Portrait_Of_A_Lady_(1864)_.jpg,Portrait Of A Lady (1864) ,James Tissot,"French, 1836-1902",Figurative,76,19,31,42,21,63,131,22,15,1812
Portrait_Of_A_Young_Woman_In_A_Conservatory_(1895)_.jpg,Portrait Of A Young Woman In A Conservatory (1895) ,James Tissot,"French, 1836-1902",Figurative,20,52,48,29,16,80,78,18,55,1813
Reading_the_News_(1874)_.jpg,Reading the News (1874) ,James Tissot,"French, 1836-1902",Figurative,83,12,72,88,18,8,69,27,42,1814
"Clotilde_Briatte,_Comtesse_Pillet-Will.jpg","Clotilde Briatte, Comtesse Pillet-Will",James Tissot,"French, 1836-1902",Figurative,252,3,85,212,37,20,207,9,55,1815
The_Morning_Ride.jpg,The Morning Ride,James Tissot,"French, 1836-1902",Figurative,24,43,42,67,20,14,29,23,65,1816
Portrait_Of_Mrs_Catherine_Smith_Gill_And_Two_Of_Her_Children.jpg,Portrait Of Mrs Catherine Smith Gill And Two Of Her Children,James Tissot,"French, 1836-1902",Figurative,36,22,42,40,19,19,38,15,62,1817
Portrait_Of_The_Marquis_And_Marchioness_Of_Miramon_And_Their_Children.jpg,Portrait Of The Marquis And Marchioness Of Miramon And Their Children,James Tissot,"French, 1836-1902",Figurative,46,11,36,40,22,18,65,2,60,1818
"Portrait_Of_The_Marquise_De_Miramon,_Née,_Thérèse_Feuillant.jpg","Portrait Of The Marquise De Miramon, Née, Thérèse Feuillant",James Tissot,"French, 1836-1902",Figurative,12,45,14,1,31,66,15,27,35,1819
Still_On_Top.jpg,Still On Top,James Tissot,"French, 1836-1902",Figurative,56,25,17,42,20,80,29,46,55,1820
The_Circle_Of_The_Rue_Royale.jpg,The Circle Of The Rue Royale,James Tissot,"French, 1836-1902",Figurative,41,21,51,36,20,21,40,9,86,1821
The_Widower.jpg,The Widower,James Tissot,"French, 1836-1902",Figurative,50,35,73,119,21,15,71,35,38,1822
Women_Of_Paris-_The_Circus_Lover.jpg,Women Of Paris- The Circus Lover,James Tissot,"French, 1836-1902",Figurative,23,75,13,39,28,76,25,59,48,1823
Tentative_D’enlèvement_(The_Attempted_Abduction)_(1865)_.jpg,Tentative D’enlèvement (The Attempted Abduction) (1865) ,James Tissot,"French, 1836-1902",Figurative,43,31,39,55,38,16,50,12,66,1824
A_Reclining_Lady.jpg,A Reclining Lady,James Tissot,"French, 1836-1902",Figurative,44,49,12,38,54,31,34,36,55,1825
La_Soeur_Aînée.jpg,La Soeur Aînée,James Tissot,"French, 1836-1902",Figurative,36,23,11,36,24,33,43,14,61,1826
The_Red_Stockings.jpg,The Red Stockings,James Tissot,"French, 1836-1902",Figurative,35,14,75,25,54,37,27,44,64,1827
Admiring_a_Portfolio.jpg,Admiring a Portfolio,James Tissot,"French, 1836-1902",Figurative,44,38,74,47,42,26,46,41,47,1828
À La_Gare_De_L’est.jpg,À La Gare De L’est,James Tissot,"French, 1836-1902",Figurative,32,48,64,27,55,17,30,55,41,1829
Le_Deuxième_Comédien.jpg,Le Deuxième Comédien,James Tissot,"French, 1836-1902",Figurative,43,9,24,270,10,12,36,16,46,1830
Triumph_of_the_Will_–_The_Challenge_(circa_1877)_.jpg,Triumph of the Will – The Challenge (circa 1877) ,James Tissot,"French, 1836-1902",Figurative,31,40,18,23,49,42,33,24,64,1831
The_Tale_(ca_1878-1880)_.jpg,The Tale (ca 1878-1880) ,James Tissot,"French, 1836-1902",Figurative,98,34,16,56,35,78,57,40,45,1832
Dream_Book_(1901)_.jpg,Dream Book (1901) ,Alice Pike Barney,"American, 1857–1931",Figurative,29,33,48,19,40,23,40,20,69,1833
In_Sunlight_(ca._1910)_.jpg,In Sunlight (ca. 1910) ,Alice Pike Barney,"American, 1857–1931",Figurative,48,34,60,44,53,36,34,28,83,1834
Japanese_Lullaby_(ca._1903)_.jpg,Japanese Lullaby (ca. 1903) ,Alice Pike Barney,"American, 1857–1931",Figurative,32,58,34,31,61,16,40,44,53,1835
Study_Head_of_a_Boy.jpg,Study Head of a Boy,Alice Pike Barney,"American, 1857–1931",Figurative,17,16,12,30,22,73,32,21,29,1836
Study_of_Head_(ca._1926)_.jpg,Study of Head (ca. 1926) ,Alice Pike Barney,"American, 1857–1931",Figurative,36,34,40,29,28,78,32,36,56,1837
The_Brass_Kettle_(ca._1890)_.jpg,The Brass Kettle (ca. 1890) ,Alice Pike Barney,"American, 1857–1931",Figurative,27,34,59,13,24,13,19,34,29,1838
Vers_1903_(1903)_.jpg,Vers 1903 (1903) ,Alice Pike Barney,"American, 1857–1931",Figurative,36,63,26,34,79,18,23,49,51,1839
Woman_and_Peacock_(ca._1900)_.jpg,Woman and Peacock (ca. 1900) ,Alice Pike Barney,"American, 1857–1931",Figurative,54,29,29,188,11,11,48,32,43,1840
Woman_with_Red_Hood.jpg,Woman with Red Hood,Alice Pike Barney,"American, 1857–1931",Figurative,15,64,36,18,56,15,28,33,61,1841
Endymion_(1910)_.jpg,Endymion (1910) ,Alice Pike Barney,"American, 1857–1931",Mythology,36,65,51,37,32,86,25,73,20,1842
Ceres_(1901)_.jpg,Ceres (1901) ,Alice Pike Barney,"American, 1857–1931",Mythology,38,30,51,55,22,30,34,19,79,1843
Circe.jpg,Circe,Alice Pike Barney,"American, 1857–1931",Mythology,26,44,47,251,3,73,29,33,63,1844
Medusa_(Laura_Dreyfus_Barney)_(1892)_.jpg,Medusa (Laura Dreyfus Barney) (1892) ,Alice Pike Barney,"American, 1857–1931",Mythology,158,23,33,162,36,18,86,13,59,1845
Ophelia_(ca._1909)_.jpg,Ophelia (ca. 1909) ,Alice Pike Barney,"American, 1857–1931",Mythology,88,9,53,186,35,23,167,20,38,1846
Woman_Clothed_with_the_Sun_(1904)_.jpg,Woman Clothed with the Sun (1904) ,Alice Pike Barney,"American, 1857–1931",Mythology,201,50,30,44,63,80,66,32,44,1847
In_Southern_France_(ca._1905-1906)_.jpg,In Southern France (ca. 1905-1906) ,Alice Pike Barney,"American, 1857–1931",Landscape,35,69,32,29,27,75,28,59,60,1848
Marshlands_at_Sundown_(ca._1908)_.jpg,Marshlands at Sundown (ca. 1908) ,Alice Pike Barney,"American, 1857–1931",Landscape,190,25,55,194,39,45,190,58,28,1849
Onteora_(1903)_.jpg,Onteora (1903) ,Alice Pike Barney,"American, 1857–1931",Landscape,45,57,55,62,46,36,42,31,65,1850
Rooftops_(ca._1900)_.jpg,Rooftops (ca. 1900) ,Alice Pike Barney,"American, 1857–1931",Landscape,36,37,65,37,47,48,39,46,32,1851
Ships_in_Moonlight.jpg,Ships in Moonlight,Alice Pike Barney,"American, 1857–1931",Landscape,45,13,28,24,16,19,43,27,42,1852
The_Field.jpg,The Field,Alice Pike Barney,"American, 1857–1931",Landscape,39,33,74,41,42,33,37,46,56,1853
A_Delightful_Evening_(ca._1906)_.jpg,A Delightful Evening (ca. 1906) ,Alice Pike Barney,"American, 1857–1931",Figurative,44,21,40,41,24,52,38,22,62,1854
A_Memory.jpg,A Memory,Alice Pike Barney,"American, 1857–1931",Figurative,42,40,56,37,37,67,69,21,54,1855
A_Song_(ca._1895)_.jpg,A Song (ca. 1895) ,Alice Pike Barney,"American, 1857–1931",Figurative,18,49,12,14,64,27,26,51,61,1856
A.C.B._(1887)_.jpg,A.C.B. (1887) ,Alice Pike Barney,"American, 1857–1931",Figurative,354,12,34,8,19,61,333,11,19,1857
Agnes_(1903)_.jpg,Agnes (1903) ,Alice Pike Barney,"American, 1857–1931",Figurative,45,40,24,39,52,56,45,30,12,1858
Alice_Roosevelt_Longworth_(ca._1895)_.jpg,Alice Roosevelt Longworth (ca. 1895) ,Alice Pike Barney,"American, 1857–1931",Figurative,82,17,43,60,20,30,80,15,57,1859
Alice_Warder_Garrett_(ca._1909-1910)_.jpg,Alice Warder Garrett (ca. 1909-1910) ,Alice Pike Barney,"American, 1857–1931",Figurative,12,83,32,39,36,79,35,64,53,1860
An_Oriental_(1927)_.jpg,An Oriental (1927) ,Alice Pike Barney,"American, 1857–1931",Figurative,136,18,18,48,28,62,123,25,32,1861
Anchorite_(ca._1900)_.jpg,Anchorite (ca. 1900) ,Alice Pike Barney,"American, 1857–1931",Figurative,22,20,25,31,39,65,30,35,47,1862
Pfefferminz_Dr_Hillers_(1927)_.jpg,Pfefferminz Dr Hillers (1927) ,Jean d'Ylen,"French, 1886-1938",Posters,48,9,87,11,33,2,9,49,57,1863
Teinture_Idéale_(1930)_.jpg,Teinture Idéale (1930) ,Jean d'Ylen,"French, 1886-1938",Posters,35,62,78,32,16,22,42,23,93,1864
Lampes_Gramme_(1924)_.jpg,Lampes Gramme (1924) ,Jean d'Ylen,"French, 1886-1938",Posters,30,62,86,356,48,43,41,10,91,1865
Erasmic_(1912)_.jpg,Erasmic (1912) ,Jean d'Ylen,"French, 1886-1938",Posters,178,24,53,44,22,84,192,42,42,1866
Biere_Allary.jpg,Biere Allary,Jean d'Ylen,"French, 1886-1938",Posters,63,31,5,39,29,93,345,40,59,1867
Miss_Blanche_(1928)_.jpg,Miss Blanche (1928) ,Jean d'Ylen,"French, 1886-1938",Posters,355,73,23,17,15,89,11,58,74,1868
Zenith_(1928)_.jpg,Zenith (1928) ,Jean d'Ylen,"French, 1886-1938",Posters,175,38,4,54,8,90,6,89,74,1869
The_Quick-starting_pair_Shell_oil_and_Shell_petrol_(1930)_.jpg,The Quick-starting pair Shell oil and Shell petrol (1930) ,Jean d'Ylen,"French, 1886-1938",Posters,41,12,91,186,39,23,4,74,66,1870
Stop!_for_Shell_motor_oil_at_the_Red_Cabinet_(1926)_.jpg,Stop! for Shell motor oil at the Red Cabinet (1926) ,Jean d'Ylen,"French, 1886-1938",Posters,13,64,69,41,38,9,34,29,94,1871
Shell_oil_–_Shell_petrol_–_The_supreme_combination_(1925)_.jpg,Shell oil – Shell petrol – The supreme combination (1925) ,Jean d'Ylen,"French, 1886-1938",Posters,20,13,93,278,8,22,5,89,73,1872
Sandeman’s_Port_(1930)_.jpg,Sandeman’s Port (1930) ,Jean d'Ylen,"French, 1886-1938",Posters,24,21,1,46,16,92,73,18,41,1873
"Rhum_Charleston,_Bordeaux_(1925)_.jpg","Rhum Charleston, Bordeaux (1925) ",Jean d'Ylen,"French, 1886-1938",Posters,183,22,22,43,81,91,51,13,96,1874
Réchaud_Furnus_cuit_tout_sans_dessécher_(1926)_.jpg,Réchaud Furnus cuit tout sans dessécher (1926) ,Jean d'Ylen,"French, 1886-1938",Posters,40,15,94,10,72,8,33,54,78,1875
Porto_Constantino_(1928)_.jpg,Porto Constantino (1928) ,Jean d'Ylen,"French, 1886-1938",Posters,124,19,2,41,17,85,5,79,64,1876
Les_Cafes__Du_Bresil_Alimentent_L’univers_(1930)_.jpg,Les Cafes  Du Bresil Alimentent L’univers (1930) ,Jean d'Ylen,"French, 1886-1938",Posters,29,61,63,50,15,90,2,30,17,1877
"Paris-Nouvelles,_le_grand_quotidien_de_Midi_(1931)_.jpg","Paris-Nouvelles, le grand quotidien de Midi (1931) ",Jean d'Ylen,"French, 1886-1938",Posters,18,13,89,234,61,15,13,27,59,1878
La_Potente_e_perfetta_pariglia_Shell_(1927)_.jpg,La Potente e perfetta pariglia Shell (1927) ,Jean d'Ylen,"French, 1886-1938",Posters,11,84,68,48,19,86,57,36,9,1879
"For_quality,_drink_Brazilian_coffee_–_Brazil_supplies_the_world_(1931)_.jpg","For quality, drink Brazilian coffee – Brazil supplies the world (1931) ",Jean d'Ylen,"French, 1886-1938",Posters,6,62,62,38,15,85,279,49,16,1880
"Entérites_rhumatismes_guéris_à_Plombières_les_Bains,_Vosges_(1931)_.jpg","Entérites rhumatismes guéris à Plombières les Bains, Vosges (1931) ",Jean d'Ylen,"French, 1886-1938",Posters,40,12,87,231,28,17,12,65,68,1881
"Dunlop,_la_balle_des_champions_(1929)_.jpg","Dunlop, la balle des champions (1929) ",Jean d'Ylen,"French, 1886-1938",Posters,16,34,61,242,48,10,18,12,90,1882
Danse_de_Moscou_(1920)_.jpg,Danse de Moscou (1920) ,Jean d'Ylen,"French, 1886-1938",Posters,12,70,58,230,56,14,33,39,87,1883
"Cottin_et_Desgouttes,_l’avion_de_la_route_(1926)_.jpg","Cottin et Desgouttes, l’avion de la route (1926) ",Jean d'Ylen,"French, 1886-1938",Posters,242,54,19,27,18,93,21,46,67,1884
"Chocolat_fondant_Mascotte._Compagnie_française,_Strasbourg_(1920)_.jpg","Chocolat fondant Mascotte. Compagnie française, Strasbourg (1920) ",Jean d'Ylen,"French, 1886-1938",Posters,351,7,25,44,17,88,36,30,54,1885
Carnival!_Mackintosh’s_toffee_de_luxe_(1930)_.jpg,Carnival! Mackintosh’s toffee de luxe (1930) ,Jean d'Ylen,"French, 1886-1938",Posters,11,29,4,31,76,78,39,11,86,1886
Cap_Corse_Quinquina_(1927)_.jpg,Cap Corse Quinquina (1927) ,Jean d'Ylen,"French, 1886-1938",Posters,257,55,4,37,13,87,2,68,59,1887
Cafés_tés_a_los_Mandarines_(1927)_.jpg,Cafés tés a los Mandarines (1927) ,Jean d'Ylen,"French, 1886-1938",Posters,212,42,14,33,25,88,13,78,75,1888
Chick_cigarettes_de_Virginie_pures_et_sans_adultération_(1925)_.jpg,Chick cigarettes de Virginie pures et sans adultération (1925) ,Jean d'Ylen,"French, 1886-1938",Posters,227,61,15,47,17,77,152,53,46,1889
Le_Chien_(1861)_.jpg,Le Chien (1861) ,Carolus-Duran,"French, 1837 - 1917",Animals,31,49,36,30,42,15,34,33,65,1890
"Portrait_de_Jean-François_Berthelier_(1830-1888),_chanteur_(1877)_.jpg","Portrait de Jean-François Berthelier (1830-1888), chanteur (1877) ",Carolus-Duran,"French, 1837 - 1917",Figurative,39,61,9,24,55,65,38,27,87,1891
Portrait_de_Madame_Edgar_Stern_(1889)_.jpg,Portrait de Madame Edgar Stern (1889) ,Carolus-Duran,"French, 1837 - 1917",Figurative,353,42,12,33,24,83,7,76,39,1892
Portrait_de_Mademoiselle_de_Lancey_(1876)_.jpg,Portrait de Mademoiselle de Lancey (1876) ,Carolus-Duran,"French, 1837 - 1917",Figurative,29,44,49,40,29,71,33,39,16,1893
Portrait_de_Marguerite_(1883-1973)_et_Robert_(1880-1956)_de_Broglie_(1890)_.jpg,Portrait de Marguerite (1883-1973) et Robert (1880-1956) de Broglie (1890) ,Carolus-Duran,"French, 1837 - 1917",Figurative,359,69,25,33,27,80,25,41,53,1894
Portrait_d’Etienne_Haro_(1873)_.jpg,Portrait d’Etienne Haro (1873) ,Carolus-Duran,"French, 1837 - 1917",Figurative,68,31,9,33,46,74,59,33,24,1895
Portrait_du_baron_Antoine_d’Ezpeleta_(1882)_.jpg,Portrait du baron Antoine d’Ezpeleta (1882) ,Carolus-Duran,"French, 1837 - 1917",Figurative,67,40,8,33,47,63,34,39,25,1896
Portrait_of_a_woman_(1900)_.jpg,Portrait of a woman (1900) ,Carolus-Duran,"French, 1837 - 1917",Figurative,30,65,19,42,69,39,41,67,61,1897
Henri_Fantin-Latour_(1861)_.jpg,Henri Fantin-Latour (1861) ,Carolus-Duran,"French, 1837 - 1917",Figurative,23,39,24,29,29,48,44,31,5,1898
Promenade_in_the_Woods_(1861)_.jpg,Promenade in the Woods (1861) ,Carolus-Duran,"French, 1837 - 1917",Landscape,51,36,14,74,9,83,66,28,37,1899
Le_chien_‘chinois’_(1884)_.jpg,Le chien ‘chinois’ (1884) ,Carolus-Duran,"French, 1837 - 1917",Animals,21,35,61,8,66,50,32,19,81,1900
Portrait_d’Augustus_Gurnee_(1910)_.jpg,Portrait d’Augustus Gurnee (1910) ,Carolus-Duran,"French, 1837 - 1917",Figurative,17,40,11,16,56,35,23,37,75,1901
"Child_in_a_Red_Hat_(Michel_Feydeau,_son_of_Georges)_(1905)_.jpg","Child in a Red Hat (Michel Feydeau, son of Georges) (1905) ",Carolus-Duran,"French, 1837 - 1917",Figurative,4,66,46,43,20,71,359,44,17,1902
Gustave_Tempelaere_(1871)_.jpg,Gustave Tempelaere (1871) ,Carolus-Duran,"French, 1837 - 1917",Figurative,213,37,12,32,30,76,10,48,28,1903
Painter_Matías_Moreno_(1867)_.jpg,Painter Matías Moreno (1867) ,Carolus-Duran,"French, 1837 - 1917",Figurative,41,31,23,27,30,74,42,44,14,1904
Portrait_de_femme_rousse.1876.jpg,Portrait de femme rousse.1876,Carolus-Duran,"French, 1837 - 1917",Figurative,202,71,32,14,85,54,32,32,84,1905
"Portrait_de_mademoiselle_X,_Marquise_Anforti_(1875)_.jpg","Portrait de mademoiselle X, Marquise Anforti (1875) ",Carolus-Duran,"French, 1837 - 1917",Figurative,42,27,11,40,24,47,40,20,75,1906
Portrait_of_Gustave_Doré_(1877)_.jpg,Portrait of Gustave Doré (1877) ,Carolus-Duran,"French, 1837 - 1917",Figurative,23,19,9,11,73,44,29,35,67,1907
Hebe_(1874)_.jpg,Hebe (1874) ,Carolus-Duran,"French, 1837 - 1917",Mythology,216,42,60,12,40,34,12,18,78,1908
Portrait_De_Louis_Ghémar_L’ainé_(1871)_.jpg,Portrait De Louis Ghémar L’ainé (1871) ,Carolus-Duran,"French, 1837 - 1917",Figurative,21,45,11,27,26,86,17,61,45,1909
View_of_Venice_(circa_1865-1869)_.jpg,View of Venice (circa 1865-1869) ,Carolus-Duran,"French, 1837 - 1917",Landscape,30,24,59,46,20,36,59,7,73,1910
Portrait_of_Madame_Marie_Clerc_(1874)_.jpg,Portrait of Madame Marie Clerc (1874) ,Carolus-Duran,"French, 1837 - 1917",Figurative,161,51,19,10,55,39,25,27,67,1911
Study_of_Lilia_(1887)_.jpg,Study of Lilia (1887) ,Carolus-Duran,"French, 1837 - 1917",Figurative,5,62,32,35,24,79,13,59,47,1912
Vision_(1883)_.jpg,Vision (1883) ,Carolus-Duran,"French, 1837 - 1917",Mythology,40,23,38,9,47,19,41,22,69,1913
Manette_Salomon_(1883)_.jpg,Manette Salomon (1883) ,Carolus-Duran,"French, 1837 - 1917",Figurative,25,48,11,39,19,69,30,52,30,1914
Portrait_Of_The_Countess_Lily_De_Roussy_De_Sales_(1888)_.jpg,Portrait Of The Countess Lily De Roussy De Sales (1888) ,Carolus-Duran,"French, 1837 - 1917",Figurative,29,27,16,34,43,76,1,72,32,1915
Andromède.jpg,Andromède,Carolus-Duran,"French, 1837 - 1917",Mythology,12,42,20,28,52,52,25,23,84,1916
Laura_at_Seven_(1887)_.jpg,Laura at Seven (1887) ,Carolus-Duran,"French, 1837 - 1917",Figurative,24,29,11,38,21,79,22,39,30,1917
Untitled_(ca._1900)_.jpg,Untitled (ca. 1900) ,Carolus-Duran,"French, 1837 - 1917",Figurative,22,69,45,38,41,65,31,29,85,1918
Natalie_at_Ten_(1887)_.jpg,Natalie at Ten (1887) ,Carolus-Duran,"French, 1837 - 1917",Figurative,22,57,7,33,69,59,28,75,30,1919
"Campo_Sant’Angelo,_Venice_(1730s)_.jpg","Campo Sant’Angelo, Venice (1730s) ",Canaletto,"Italian, 1697 - 1768",Landscape,38,57,25,82,15,65,73,20,45,1920
"Venice,_the_Molo_with_Santa_Maria_della_Salute_(c._1740_-_1745)_.jpg","Venice, the Molo with Santa Maria della Salute (c. 1740 - 1745) ",Canaletto,"Italian, 1697 - 1768",Landscape,42,24,50,184,7,73,38,42,24,1921
An_Island_in_the_Lagoon_with_a_Gateway_and_a_Church_(1743–44)_.jpg,An Island in the Lagoon with a Gateway and a Church (1743–44) ,Canaletto,"Italian, 1697 - 1768",Landscape,39,33,15,193,48,74,38,33,44,1922
"Venice,_the_Bacino_di_San_Marco_from_San_Giorgio_Maggiore_(c._1735_-_1744)_.jpg","Venice, the Bacino di San Marco from San Giorgio Maggiore (c. 1735 - 1744) ",Canaletto,"Italian, 1697 - 1768",Landscape,144,9,69,54,21,46,45,36,24,1923
"Venice,_the_Canale_di_Santa_Chiara_(c._1740_-_1750)_.jpg","Venice, the Canale di Santa Chiara (c. 1740 - 1750) ",Canaletto,"Italian, 1697 - 1768",Landscape,112,14,75,47,43,55,44,50,34,1924
"Venice,_the_Grand_Canal_from_the_Palazzo_Dolfin-Manin_to_the_Rialto_Bridge_(c._1740_-_1750)_.jpg","Venice, the Grand Canal from the Palazzo Dolfin-Manin to the Rialto Bridge (c. 1740 - 1750) ",Canaletto,"Italian, 1697 - 1768",Landscape,75,16,80,32,66,28,41,55,55,1925
"Venice,_the_Grand_Canal_from_the_Palazzo_Foscari_to_the_Carità_(c._1740_-_1750)_.jpg","Venice, the Grand Canal from the Palazzo Foscari to the Carità (c. 1740 - 1750) ",Canaletto,"Italian, 1697 - 1768",Landscape,43,45,55,123,7,73,44,53,28,1926
"Venice,_the_Riva_degli_Schiavoni_(c._1740_-_1745)_.jpg","Venice, the Riva degli Schiavoni (c. 1740 - 1745) ",Canaletto,"Italian, 1697 - 1768",Landscape,37,45,18,168,7,68,38,34,42,1927
"London,_A_View_Of_The_Old_Horse_Guards_And_Banqueting_Hall,_Whitehall_Seen_From_St._James’_Park.jpg","London, A View Of The Old Horse Guards And Banqueting Hall, Whitehall Seen From St. James’ Park",Canaletto,"Italian, 1697 - 1768",Landscape,189,13,78,52,34,26,39,41,64,1928
The_Piazza_San_Marco_(ca._1739)_.jpg,The Piazza San Marco (ca. 1739) ,Canaletto,"Italian, 1697 - 1768",Landscape,122,8,78,51,66,29,49,42,56,1929
"Campo_San_Giacomo_Di_Rialto,_Venice.jpg","Campo San Giacomo Di Rialto, Venice",Canaletto,"Italian, 1697 - 1768",Landscape,42,11,84,33,16,62,24,31,36,1930
The_Bucintore_Returning_to_the_Molo_on_Ascension_Day_(1727_-_1729)_.jpg,The Bucintore Returning to the Molo on Ascension Day (1727 - 1729) ,Canaletto,"Italian, 1697 - 1768",Landscape,43,50,46,80,15,67,39,70,21,1931
"A_Lock,_a_Column,_and_a_Church_beside_a_Lagoon.jpg","A Lock, a Column, and a Church beside a Lagoon",Canaletto,"Italian, 1697 - 1768",Landscape,166,17,84,57,38,19,56,33,47,1932
"Campo_Santa_Maria_Zobenigo,_Venice_(1730s)_.jpg","Campo Santa Maria Zobenigo, Venice (1730s) ",Canaletto,"Italian, 1697 - 1768",Landscape,198,17,66,33,56,24,38,41,52,1933
The_Grand_Canal_in_Venice_from_Palazzo_Flangini_to_Campo_San_Marcuola_(c._1740)_.jpg,The Grand Canal in Venice from Palazzo Flangini to Campo San Marcuola (c. 1740) ,Canaletto,"Italian, 1697 - 1768",Landscape,176,7,63,47,48,23,48,33,45,1934
Imaginary_View_with_a_Tomb_by_the_Lagoon_(early_1740s)_.jpg,Imaginary View with a Tomb by the Lagoon (early 1740s) ,Canaletto,"Italian, 1697 - 1768",Landscape,35,28,35,31,47,20,29,35,49,1935
Piazza_San_Marco_(late_1720s)_.jpg,Piazza San Marco (late 1720s) ,Canaletto,"Italian, 1697 - 1768",Landscape,45,30,43,188,18,54,42,32,25,1936
"The_Grand_Canal,_Venice,_Looking_South_toward_the_Rialto_Bridge_(1730s)_.jpg","The Grand Canal, Venice, Looking South toward the Rialto Bridge (1730s) ",Canaletto,"Italian, 1697 - 1768",Landscape,53,32,43,113,9,80,53,44,19,1937
"The_Grand_Canal,_Venice,_Looking_Southeast,_with_the_Campo_della_Carità_to_the_Right_(1730s)_.jpg","The Grand Canal, Venice, Looking Southeast, with the Campo della Carità to the Right (1730s) ",Canaletto,"Italian, 1697 - 1768",Landscape,55,43,20,138,14,78,71,31,44,1938
View_of_the_Piazzetta_San_Marco_Looking_South_(1735)_.jpg,View of the Piazzetta San Marco Looking South (1735) ,Canaletto,"Italian, 1697 - 1768",Landscape,29,69,18,40,14,64,32,53,47,1939
Capriccio_with_a_Roman_Triumphal_Arch_(1720–30)_.jpg,Capriccio with a Roman Triumphal Arch (1720–30) ,Canaletto,"Italian, 1697 - 1768",Landscape,40,14,85,35,30,47,36,23,66,1940
Padua;_The_River_Bacchiglione_and_the_Porta_Portello_(ca._1750–60)_.jpg,Padua; The River Bacchiglione and the Porta Portello (ca. 1750–60) ,Canaletto,"Italian, 1697 - 1768",Landscape,33,16,79,30,27,55,33,20,70,1941
"Piazza_San_Marco_from_the_Southwest_Corner,_with_the_Procuratie_Nuove_on_the_Right_(ca._1724–80)_.jpg","Piazza San Marco from the Southwest Corner, with the Procuratie Nuove on the Right (ca. 1724–80) ",Canaletto,"Italian, 1697 - 1768",Landscape,29,58,58,34,37,77,24,76,37,1942
"Venice,_A_View_Of_The_Piazzetta_Looking_North.jpg","Venice, A View Of The Piazzetta Looking North",Canaletto,"Italian, 1697 - 1768",Landscape,176,7,69,44,35,33,45,34,53,1943
