img_path,title,author,era,style,h1,s1,v1,h2,s2,v2,h3,s3,v3,product_id
"Bosnie-Herzegovine;_L’exposition_Universelle,_Paris_(1900)_.jpg","Bosnie-Herzegovine; L’exposition Universelle, Paris (1900) ",Alphonse Mucha,"Czech, 1860-1939",Posters,43,39,48,40,29,83,39,35,66,3
Lefevre-Utile_Sarah_Bernhardt_(1903)_.jpg,Lefevre-Utile Sarah Bernhardt (1903) ,Alphonse Mucha,"Czech, 1860-1939",Posters,38,60,61,42,48,79,11,78,48,4
Pater_Noster_(c.1900)_.jpg,Pater Noster (c.1900) ,Alphonse Mucha,"Czech, 1860-1939",Posters,33,24,94,33,45,54,31,36,78,5
Job_(1896)_.jpg,Job (1896) ,Alphonse Mucha,"Czech, 1860-1939",Posters,34,37,62,30,64,19,40,27,86,6
Zdeňka_Černý_The_greatest_Bohemian_violoncellist.jpg,Zdeňka Černý The greatest Bohemian violoncellist,Alphonse Mucha,"Czech, 1860-1939",Posters,23,37,55,27,23,88,33,40,83,7
Untitled_(1902)_.jpg,Untitled (1902) ,Alphonse Mucha,"Czech, 1860-1939",Posters,62,48,24,51,24,74,65,23,43,8
Biscuits_Lefèvre-Utile_(1896)_.jpg,Biscuits Lefèvre-Utile (1896) ,Alphonse Mucha,"Czech, 1860-1939",Posters,33,37,71,24,50,48,34,25,88,9
Poster_for_The_Sokol_Festival_in_Prague_(1926)_.jpg,Poster for The Sokol Festival in Prague (1926) ,Alphonse Mucha,"Czech, 1860-1939",Posters,35,19,89,185,17,41,28,21,70,10
Primrose_(1899)_.jpg,Primrose (1899) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,42,24,74,53,37,38,48,33,60,11
Reverie_du_soir_(1899)_.jpg,Reverie du soir (1899) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,39,42,82,40,50,62,37,26,92,12
Soleil_du_Dimanche.jpg,Soleil du Dimanche,Alphonse Mucha,"Czech, 1860-1939",Posters,37,51,63,35,71,29,38,42,84,13
Les_Saisons_4_(1896)_.jpg,Les Saisons 4 (1896) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,33,26,84,25,61,54,29,43,73,14
Whitman’s_chocolates_and_confections._Philadelphia_(1895_-_1917)_.jpg,Whitman’s chocolates and confections. Philadelphia (1895 - 1917) ,Alphonse Mucha,"Czech, 1860-1939",Posters,33,34,30,41,14,81,40,30,58,15
Incantation_(Salammbo)_(1897)_.jpg,Incantation (Salammbo) (1897) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,25,31,77,34,19,91,22,39,58,16
Salomé_(ca._1897)_.jpg,Salomé (ca. 1897) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,26,38,74,16,39,38,28,26,87,17
Les_Saisons_1_(1896)_.jpg,Les Saisons 1 (1896) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,28,48,62,33,20,87,33,29,77,18
Les_Saisons_2_(1896)_.jpg,Les Saisons 2 (1896) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,36,40,81,40,23,87,32,52,65,19
Elfe_mit_Irisblüten_(Ca._1885-1890)_.jpg,Elfe mit Irisblüten (Ca. 1885-1890) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,68,12,26,40,34,66,51,19,40,20
De_Forest_Phonofilm_(1927)_.jpg,De Forest Phonofilm (1927) ,Alphonse Mucha,"Czech, 1860-1939",Illustration,45,12,94,45,32,56,45,34,83,21
From_The_Frontispiece_Of_Le_Pater.jpg,From The Frontispiece Of Le Pater,Alphonse Mucha,"Czech, 1860-1939",Figurative,52,10,75,41,22,40,56,5,89,22
Svantovit_Celebration_On_The_Island_Of_Rügen_(1912)_.jpg,Svantovit Celebration On The Island Of Rügen (1912) ,Alphonse Mucha,"Czech, 1860-1939",Mythology,35,13,25,55,8,71,51,7,48,23
Zodiaque_(La_Plume)_(1896–1897)_.jpg,Zodiaque (La Plume) (1896–1897) ,Alphonse Mucha,"Czech, 1860-1939",Posters,36,31,85,29,71,40,35,52,67,24
Cycles_Perfecta_(1897)_.jpg,Cycles Perfecta (1897) ,Alphonse Mucha,"Czech, 1860-1939",Posters,34,62,50,39,21,95,35,56,86,25
Flirt_(circa_1895-1900)_.jpg,Flirt (circa 1895-1900) ,Alphonse Mucha,"Czech, 1860-1939",Posters,37,15,95,21,59,41,27,42,77,26
Gismonda_(1894-1895)_.jpg,Gismonda (1894-1895) ,Alphonse Mucha,"Czech, 1860-1939",Posters,40,19,89,38,34,68,48,20,35,27
Hamlet_(1899)_.jpg,Hamlet (1899) ,Alphonse Mucha,"Czech, 1860-1939",Posters,17,45,37,34,27,90,18,38,64,28
"Ilsee,_Princesse_de_Tripoli_(1897)_.jpg","Ilsee, Princesse de Tripoli (1897) ",Alphonse Mucha,"Czech, 1860-1939",Posters,43,11,86,44,31,39,46,18,66,29
Job_(circa_1897-1898)_.jpg,Job (circa 1897-1898) ,Alphonse Mucha,"Czech, 1860-1939",Posters,33,38,95,22,61,46,30,50,79,30
La_Samaritaine_(1897)_.jpg,La Samaritaine (1897) ,Alphonse Mucha,"Czech, 1860-1939",Posters,32,55,31,35,19,91,35,27,67,31
Lorenzaccio_(1896-1900)_.jpg,Lorenzaccio (1896-1900) ,Alphonse Mucha,"Czech, 1860-1939",Posters,34,39,28,37,22,81,39,27,48,32
Pieta_(1876)_.jpg,Pieta (1876) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,35,23,10,36,28,63,34,35,34,33
Virgin_and_Child_(1888)_.jpg,Virgin and Child (1888) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,26,54,11,30,42,77,28,65,54,34
Premières_caresse_(1901)_.jpg,Premières caresse (1901) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,336,13,12,28,19,80,26,42,38,35
The_First_Mourning_(1888)_.jpg,The First Mourning (1888) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,28,47,26,29,30,48,29,29,75,36
Love_And_Psyché_(1899)_.jpg,Love And Psyché (1899) ,William-Adolphe Bouguereau,"French, 1825-1905",Mythology,92,2,77,15,30,33,34,10,60,37
Ora_Pro_Nobis_(1903)_.jpg,Ora Pro Nobis (1903) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,38,38,52,28,79,35,37,29,74,38
Alma_Parens_(1883)_.jpg,Alma Parens (1883) ,William-Adolphe Bouguereau,"French, 1825-1905",Mythology,33,26,75,17,41,22,30,38,50,39
Sainte_Famille_(The_Holy_Family)_(1863)_.jpg,Sainte Famille (The Holy Family) (1863) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,34,45,60,84,5,78,34,59,23,40
The_Flagellation_of_Our_Lord_Jesus_Christ_(1880)_.jpg,The Flagellation of Our Lord Jesus Christ (1880) ,William-Adolphe Bouguereau,"French, 1825-1905",Religion,35,46,14,34,26,69,31,51,39,41
Entre_la_richesse_et_l’amour_(1869)_.jpg,Entre la richesse et l’amour (1869) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,22,51,15,11,25,83,14,45,50,42
A_Young_Girl_Defending_Herself_against_Eros_(about_1880)_.jpg,A Young Girl Defending Herself against Eros (about 1880) ,William-Adolphe Bouguereau,"French, 1825-1905",Mythology,30,2,72,49,56,17,29,31,42,43
After_the_Bath_(1875)_.jpg,After the Bath (1875) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,214,4,82,18,26,18,45,7,52,44
Breton_Brother_and_Sister_(1871)_.jpg,Breton Brother and Sister (1871) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,146,19,15,34,19,77,33,37,44,45
Chansons_de_printemps_(1889)_.jpg,Chansons de printemps (1889) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,20,14,73,76,27,18,58,20,43,46
Girl_with_a_pomegranate_(1875)_.jpg,Girl with a pomegranate (1875) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,27,58,31,68,1,87,30,33,61,47
Girl_with_an_Apple_(1905)_.jpg,Girl with an Apple (1905) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,50,9,34,57,43,14,32,15,72,48
La_faneuse_(1870)_.jpg,La faneuse (1870) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,26,42,10,20,4,75,40,48,38,49
L’aurore.jpg,L’aurore,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,31,20,53,57,3,84,49,32,20,50
Le_lever_(1865)_.jpg,Le lever (1865) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,43,45,6,26,12,76,29,46,33,51
Le_Repos_(Jeune_Fille_Couchée)_(1880)_.jpg,Le Repos (Jeune Fille Couchée) (1880) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,39,23,17,35,16,68,47,37,38,52
l’été_(Summer_)_(1880)_.jpg,l’été (Summer ) (1880) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,32,61,32,44,21,71,38,43,59,53
Mimosa_(1899)_.jpg,Mimosa (1899) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,51,33,10,34,50,44,32,22,79,54
Orpheline_À_La_Fontaine_(1883)_.jpg,Orpheline À La Fontaine (1883) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,29,22,16,28,27,72,34,42,43,55
Peace_(1860)_.jpg,Peace (1860) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,55,65,13,28,29,77,43,37,40,56
Récolte_de_noisettes_(1883)_.jpg,Récolte de noisettes (1883) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,54,31,13,36,28,71,45,45,36,57
Rest_(1879)_.jpg,Rest (1879) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,43,47,16,37,40,44,41,15,82,58
Seated_Nude_(1884)_.jpg,Seated Nude (1884) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,39,43,37,35,35,72,41,62,16,59
Study_Of_A_Woman’s_Head_(Philomèle_Et_Progné).jpg,Study Of A Woman’s Head (Philomèle Et Progné),William-Adolphe Bouguereau,"French, 1825-1905",Figurative,34,50,45,32,24,11,35,43,72,60
Temptation_(1880)_.jpg,Temptation (1880) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,39,53,38,45,66,12,41,20,79,61
The_Bather_(1879)_.jpg,The Bather (1879) ,William-Adolphe Bouguereau,"French, 1825-1905",Figurative,30,25,26,199,16,69,37,8,45,62
Veiled_Circassian_Beauty.jpg,Veiled Circassian Beauty,Jean-Léon Gérôme,"French, 1824-1904",Figurative,355,26,24,39,22,48,48,10,70,63
Markos_Botsaris_(1874)_.jpg,Markos Botsaris (1874) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,3,29,17,183,5,67,54,10,42,64
Head_of_an_Italian_Woman_(1847-1860)_.jpg,Head of an Italian Woman (1847-1860) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,30,40,16,190,49,53,32,53,61,65
A_Roman_Slave_Market_(ca_1884)_.jpg,A Roman Slave Market (ca 1884) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,280,49,5,19,23,67,14,53,39,66
Bashi-Bazouk_(1868)_.jpg,Bashi-Bazouk (1868) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,31,37,21,17,50,88,17,56,48,67
The_Carpet_Merchant_(circa_1887)_.jpg,The Carpet Merchant (circa 1887) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,31,43,32,40,22,55,26,48,15,68
The_Helping_Hand.jpg,The Helping Hand,Jean-Léon Gérôme,"French, 1824-1904",Figurative,29,50,18,38,28,56,32,40,35,69
La_Bacchante_(1853)_.jpg,La Bacchante (1853) ,Jean-Léon Gérôme,"French, 1824-1904",Mythology,188,11,6,33,24,77,30,69,47,70
Prayer_in_the_Mosque_(1871)_.jpg,Prayer in the Mosque (1871) ,Jean-Léon Gérôme,"French, 1824-1904",Religion,34,60,43,28,81,22,36,33,64,71
"The_Age_of_Augustus,_the_Birth_of_Christ_(1852)_.jpg","The Age of Augustus, the Birth of Christ (1852) ",Jean-Léon Gérôme,"French, 1824-1904",Religion,18,7,70,31,80,25,34,58,61,72
Young_Greeks_in_the_Mosque_(1865)_.jpg,Young Greeks in the Mosque (1865) ,Jean-Léon Gérôme,"French, 1824-1904",Religion,24,65,20,40,35,57,38,43,41,73
The_Harem_In_The_Kiosk.jpg,The Harem In The Kiosk,Jean-Léon Gérôme,"French, 1824-1904",Figurative,199,35,76,29,38,25,32,23,57,74
A_Bischari_Warrior.jpg,A Bischari Warrior,Jean-Léon Gérôme,"French, 1824-1904",Figurative,32,71,11,24,42,54,30,50,26,75
A_Sultan_At_Prayer.jpg,A Sultan At Prayer,Jean-Léon Gérôme,"French, 1824-1904",Figurative,29,56,13,42,12,62,37,32,38,76
After_the_Bath_(19th_century)_.jpg,After the Bath (19th century) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,60,19,21,65,8,70,51,18,47,77
Almehs_Playing_Draughts.jpg,Almehs Playing Draughts,Jean-Léon Gérôme,"French, 1824-1904",Figurative,33,30,33,29,42,14,35,25,56,78
Arnaut_and_two_Whippets_(1867)_.jpg,Arnaut and two Whippets (1867) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,33,39,50,29,51,27,36,15,78,79
Arnaut_Drinking_(1856)_.jpg,Arnaut Drinking (1856) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,33,31,58,23,41,15,24,47,38,80
Arnaut_fumant.jpg,Arnaut fumant,Jean-Léon Gérôme,"French, 1824-1904",Figurative,27,41,15,62,5,63,29,37,33,81
Bashi-Bazouk_(ca._1868–69)_.jpg,Bashi-Bazouk (ca. 1868–69) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,36,34,25,36,38,9,28,30,50,82
Bathsheba_(1889)_.jpg,Bathsheba (1889) ,Jean-Léon Gérôme,"French, 1824-1904",Religion,169,10,74,44,24,21,28,11,43,83
Before_The_Audience.jpg,Before The Audience,Jean-Léon Gérôme,"French, 1824-1904",Figurative,171,12,37,179,16,21,163,13,62,84
Cafe_House-Cairo_(Casting_Bullets)_(1884_or_earlier)_.jpg,Cafe House-Cairo (Casting Bullets) (1884 or earlier) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,30,37,42,37,27,63,25,43,22,85
Corps_de_garde_d’arnautes_au_Caire_(1861.)_.jpg,Corps de garde d’arnautes au Caire (1861.) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,24,44,40,19,37,15,33,25,77,86
Egyptian_girl_(circa_1877)_.jpg,Egyptian girl (circa 1877) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,281,3,20,47,35,80,36,43,47,87
Golfe_D’Akaba.jpg,Golfe D’Akaba,Jean-Léon Gérôme,"French, 1824-1904",Figurative,45,49,46,199,36,75,42,30,83,88
Master_of_the_Hounds_(1871)_.jpg,Master of the Hounds (1871) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,35,43,17,45,29,36,38,12,61,89
Napoleon_in_Egypt_(1867–68)_.jpg,Napoleon in Egypt (1867–68) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,30,31,45,48,3,68,23,45,20,90
On_the_Desert_(ca_1867)_.jpg,On the Desert (ca 1867) ,Jean-Léon Gérôme,"French, 1824-1904",Figurative,36,45,64,38,40,77,26,75,38,91
Personnage_symbolisant_la_Turquie.jpg,Personnage symbolisant la Turquie,Jean-Léon Gérôme,"French, 1824-1904",Figurative,40,24,82,39,33,67,30,56,36,92
The_Dream_after_the_Ball.jpg,The Dream after the Ball,Hans Makart,"Austrian, 1840 - 1884",Figurative,5,59,16,28,31,77,27,54,47,93
Portrait_Of_Bertha_Von_Piloty_(1872-1873)_.jpg,Portrait Of Bertha Von Piloty (1872-1873) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,24,35,35,32,28,68,70,16,12,94
"Portrait_Of_Maria,_Countess_Von_Dönhoff.jpg","Portrait Of Maria, Countess Von Dönhoff",Hans Makart,"Austrian, 1840 - 1884",Figurative,350,23,16,39,27,49,36,25,83,95
Die_Japanerin_(Circa_1870)_.jpg,Die Japanerin (Circa 1870) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,39,33,16,28,44,78,22,53,47,96
The_Death_Of_Cleopatra_(1875)_.jpg,The Death Of Cleopatra (1875) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,39,34,84,47,22,13,38,42,50,97
Dora_Fournier-Gabillon_(1879–1880)_.jpg,Dora Fournier-Gabillon (1879–1880) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,23,73,50,29,53,76,10,81,22,98
Charlotte_Wolter_als_Messalina_(1875)_.jpg,Charlotte Wolter als Messalina (1875) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,16,16,15,35,39,72,30,56,46,99
The_Valkyrie_(1877)_.jpg,The Valkyrie (1877) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,37,23,78,346,28,10,33,41,42,100
Zerline_Gabillon_(Schauspielerin)_(1873)_.jpg,Zerline Gabillon (Schauspielerin) (1873) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,23,46,8,39,62,63,30,54,19,101
Bacchus_and_Ariadne_(1873-1874)_.jpg,Bacchus and Ariadne (1873-1874) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,185,29,44,34,25,81,42,25,13,102
Magdalena_Plach_(1870)_.jpg,Magdalena Plach (1870) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,48,16,49,22,29,17,47,15,72,103
Portrait_of_Eugenie_Scheuffelen_(1867)_.jpg,Portrait of Eugenie Scheuffelen (1867) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,60,23,12,46,9,78,50,12,56,104
Dante_and_Virgil_in_the_inferno_(1863-1865)_.jpg,Dante and Virgil in the inferno (1863-1865) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,32,19,12,37,34,64,31,47,38,105
The_Nile_Hunt_(1876)_.jpg,The Nile Hunt (1876) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,89,19,14,64,17,58,32,28,35,106
The_victory_of_light_over_darkness_(1883-1884)_.jpg,The victory of light over darkness (1883-1884) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,41,28,68,21,59,24,42,28,46,107
Valkyrie_and_a_Dying_Hero.jpg,Valkyrie and a Dying Hero,Hans Makart,"Austrian, 1840 - 1884",Mythology,22,60,25,37,36,82,33,55,52,108
The_Hunting_Castle_(1869-70)_.jpg,The Hunting Castle (1869-70) ,Hans Makart,"Austrian, 1840 - 1884",Landscape,37,52,39,52,15,54,22,70,21,109
Charles_V_enters_Antwerp_(1875)_.jpg,Charles V enters Antwerp (1875) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,36,26,15,38,30,68,26,31,38,110
Venice_pays_homage_to_Caterina_Cornaro_(1872-1873)_.jpg,Venice pays homage to Caterina Cornaro (1872-1873) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,44,29,17,42,23,70,31,36,44,111
Clothilde_Beer_(1880)_.jpg,Clothilde Beer (1880) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,47,33,8,28,43,36,32,35,67,112
Lady_At_The_Spinet_(1871)_.jpg,Lady At The Spinet (1871) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,39,30,39,30,37,16,40,22,64,113
Three_Mounted_Standard_Bearers_(1879)_.jpg,Three Mounted Standard Bearers (1879) ,Hans Makart,"Austrian, 1840 - 1884",Figurative,47,45,52,30,46,24,78,7,68,114
Ancient_Victim_Scene_(1880)_.jpg,Ancient Victim Scene (1880) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,27,42,44,17,32,18,34,33,70,115
"Putto,_Cleaning_The_Arms_Of_Mars_(1869)_.jpg","Putto, Cleaning The Arms Of Mars (1869) ",Hans Makart,"Austrian, 1840 - 1884",Mythology,31,58,72,22,83,49,11,90,21,116
Banquet_In_A_Park.jpg,Banquet In A Park,Hans Makart,"Austrian, 1840 - 1884",Figurative,30,57,33,31,52,54,35,29,71,117
Der_Liebesbrief_(The_love_letter).jpg,Der Liebesbrief (The love letter),Hans Makart,"Austrian, 1840 - 1884",Figurative,69,16,46,38,26,25,39,24,74,118
Prince_Gottfried_Zu_Hohenlohe-Schillingsfürst.jpg,Prince Gottfried Zu Hohenlohe-Schillingsfürst,Hans Makart,"Austrian, 1840 - 1884",Figurative,32,37,41,23,42,21,40,24,63,119
Putti_Near_A_Forest_Brook_(C._1870)_.jpg,Putti Near A Forest Brook (C. 1870) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,33,49,49,32,62,17,39,28,80,120
"A_Ceiling_Painting,_Society_Lady_With_Cupid_In_A_Garden_Landscape_(C._1877)_.jpg","A Ceiling Painting, Society Lady With Cupid In A Garden Landscape (C. 1877) ",Hans Makart,"Austrian, 1840 - 1884",Mythology,174,57,46,26,29,78,22,54,30,121
Die_Nixen_And_Der_Tiger_(The_Mermaids_And_The_Tiger)_(Ca._1872-73)_.jpg,Die Nixen And Der Tiger (The Mermaids And The Tiger) (Ca. 1872-73) ,Hans Makart,"Austrian, 1840 - 1884",Mythology,25,56,17,36,55,63,29,64,38,122
Mrs._Fiske_Warren_(Gretchen_Osgood)_And_Her_Daughter_Rachel_(1903)_.jpg,Mrs. Fiske Warren (Gretchen Osgood) And Her Daughter Rachel (1903) ,John Singer Sargent,"American, 1856-1925",Figurative,30,63,25,18,17,83,25,31,56,123
"Portrait_Of_Millicent_Leveson-Gower,_Duchess_Of_Sutherland_(1867-1955)_(1904)_.jpg","Portrait Of Millicent Leveson-Gower, Duchess Of Sutherland (1867-1955) (1904) ",John Singer Sargent,"American, 1856-1925",Figurative,53,44,13,57,31,30,41,31,59,124
"The_Wyndham_Sisters;_Lady_Elcho,_Mrs._Adeane,_and_Mrs._Tennant_(1899)_.jpg","The Wyndham Sisters; Lady Elcho, Mrs. Adeane, and Mrs. Tennant (1899) ",John Singer Sargent,"American, 1856-1925",Figurative,39,40,53,40,28,74,89,11,13,125
Mrs_Carl_Meyer_And_Her_Children_(1896)_.jpg,Mrs Carl Meyer And Her Children (1896) ,John Singer Sargent,"American, 1856-1925",Figurative,19,44,22,26,21,84,26,33,60,126
Life_Study_(Study_of_an_Egyptian_Girl)_(1891)_.jpg,Life Study (Study of an Egyptian Girl) (1891) ,John Singer Sargent,"American, 1856-1925",Figurative,30,50,57,31,44,17,32,41,34,127
Mrs._George_Swinton_(Elizabeth_Ebsworth)_(1897)_.jpg,Mrs. George Swinton (Elizabeth Ebsworth) (1897) ,John Singer Sargent,"American, 1856-1925",Figurative,34,28,55,36,9,76,38,35,32,128
"Carnation,_Lily,_Lily,_Rose_(1885)_.jpg","Carnation, Lily, Lily, Rose (1885) ",John Singer Sargent,"American, 1856-1925",Figurative,255,4,72,193,49,18,209,20,40,129
Mademoiselle_Suzanne_Poirson_(1884)_.jpg,Mademoiselle Suzanne Poirson (1884) ,John Singer Sargent,"American, 1856-1925",Figurative,5,41,18,27,22,71,0,63,43,130
Elsie_Wagg_(Circa_1893)_.jpg,Elsie Wagg (Circa 1893) ,John Singer Sargent,"American, 1856-1925",Figurative,58,18,44,45,20,76,51,31,25,131
Le_Verre_De_Porto_(A_Dinner_Table_At_Night).jpg,Le Verre De Porto (A Dinner Table At Night),John Singer Sargent,"American, 1856-1925",Figurative,10,67,11,33,64,70,9,78,40,132
Mrs._Hugh_Smith_(1904)_.jpg,Mrs. Hugh Smith (1904) ,John Singer Sargent,"American, 1856-1925",Figurative,9,57,30,37,44,69,33,54,47,133
Madame_Paul_Poirson_(1885)_.jpg,Madame Paul Poirson (1885) ,John Singer Sargent,"American, 1856-1925",Figurative,107,7,45,32,33,74,355,4,29,134
"Ena_and_Betty,_daughters_of_Asher_and_Mrs._Wertheimer_(1901)_.jpg","Ena and Betty, daughters of Asher and Mrs. Wertheimer (1901) ",John Singer Sargent,"American, 1856-1925",Figurative,35,37,84,28,65,16,36,52,51,135
Ellen_Terry_as_Lady_Macbeth_(1889)_.jpg,Ellen Terry as Lady Macbeth (1889) ,John Singer Sargent,"American, 1856-1925",Figurative,192,15,18,30,24,65,78,14,30,136
A_Street_In_Venice_(c._1880–82)_.jpg,A Street In Venice (c. 1880–82) ,John Singer Sargent,"American, 1856-1925",Figurative,32,28,34,37,18,53,22,28,11,137
An_Artist_at_His_Easel_(1914)_.jpg,An Artist at His Easel (1914) ,John Singer Sargent,"American, 1856-1925",Figurative,40,10,53,35,17,28,40,9,80,138
Dorothy_(1900)_.jpg,Dorothy (1900) ,John Singer Sargent,"American, 1856-1925",Figurative,34,20,48,5,59,27,41,6,69,139
Eleanora_O’Donnell_Iselin_(Mrs._Adrian_Iselin)_(1888)_.jpg,Eleanora O’Donnell Iselin (Mrs. Adrian Iselin) (1888) ,John Singer Sargent,"American, 1856-1925",Figurative,22,4,11,35,34,40,36,28,57,140
Fumée_D’ambre_Gris_(Smoke_Of_Ambergris)_(1880)_.jpg,Fumée D’ambre Gris (Smoke Of Ambergris) (1880) ,John Singer Sargent,"American, 1856-1925",Figurative,38,18,56,33,10,75,34,50,28,141
Margaret_Stuyvesant_Rutherfurd_White_(Mrs._Henry_White)_(1883)_.jpg,Margaret Stuyvesant Rutherfurd White (Mrs. Henry White) (1883) ,John Singer Sargent,"American, 1856-1925",Figurative,35,45,16,51,12,65,41,41,41,142
Marie_Buloz_Pailleron_(Madame_Édouard_Pailleron)_(1879)_.jpg,Marie Buloz Pailleron (Madame Édouard Pailleron) (1879) ,John Singer Sargent,"American, 1856-1925",Figurative,55,14,12,78,13,73,66,28,44,143
Mary_Crowninshield_Endicott_Chamberlain_(Mrs._Joseph_Chamberlain)_(1902)_.jpg,Mary Crowninshield Endicott Chamberlain (Mrs. Joseph Chamberlain) (1902) ,John Singer Sargent,"American, 1856-1925",Figurative,41,41,33,46,23,52,46,13,76,144
Miss_Beatrice_Townsend_(1882)_.jpg,Miss Beatrice Townsend (1882) ,John Singer Sargent,"American, 1856-1925",Figurative,41,37,17,38,37,70,33,50,36,145
Miss_Mathilde_Townsend_(1907)_.jpg,Miss Mathilde Townsend (1907) ,John Singer Sargent,"American, 1856-1925",Figurative,43,12,61,36,16,43,44,11,80,146
Nonchaloir_(Repose)_(1911)_.jpg,Nonchaloir (Repose) (1911) ,John Singer Sargent,"American, 1856-1925",Figurative,54,30,43,35,27,19,58,16,72,147
Peter_A._B._Widener_(1902)_.jpg,Peter A. B. Widener (1902) ,John Singer Sargent,"American, 1856-1925",Figurative,20,42,20,32,45,73,29,19,11,148
Portrait_of_Charlotte_Cram_(1900)_.jpg,Portrait of Charlotte Cram (1900) ,John Singer Sargent,"American, 1856-1925",Figurative,0,49,16,49,10,73,43,52,52,149
Ramon_Subercaseaux_(c.1880)_.jpg,Ramon Subercaseaux (c.1880) ,John Singer Sargent,"American, 1856-1925",Figurative,7,85,16,31,58,78,12,84,38,150
Study_of_Two_Bedouins_(1905)_.jpg,Study of Two Bedouins (1905) ,John Singer Sargent,"American, 1856-1925",Figurative,37,43,57,41,35,29,41,34,70,151
"The_Fountain,_Villa_Torlonia_Frascati,_Italy_(1907)_.jpg","The Fountain, Villa Torlonia Frascati, Italy (1907) ",John Singer Sargent,"American, 1856-1925",Figurative,56,3,74,40,33,23,33,20,49,152
Julia_(1914)_.jpg,Julia (1914) ,John William Godward,"English, 1861–1922",Figurative,40,30,71,26,78,33,32,50,52,153
At_the_fountain_(1893)_.jpg,At the fountain (1893) ,John William Godward,"English, 1861–1922",Figurative,33,35,60,33,22,79,31,44,34,154
A_Pompeian_Lady_(1901)_.jpg,A Pompeian Lady (1901) ,John William Godward,"English, 1861–1922",Figurative,26,38,81,158,51,33,27,66,58,155
Eurypyle_(1920)_.jpg,Eurypyle (1920) ,John William Godward,"English, 1861–1922",Mythology,13,58,53,37,34,80,17,56,27,156
